id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name
111,13,"Agranular insular area posterior part",AIp,,1,3,8690,95,7,1,285,/997/8/567/688/695/315/95/111/,219866,,,f,286,1382517995,734881840,Agranular insular area posterior part
120,863,"Agranular insular area posterior part layer 1",AIp1,,1,3,8690,111,8,1,286,/997/8/567/688/695/315/95/111/120/,219866,,,f,287,3201384576,734881840,Agranular insular area posterior part layer 1
163,1010,"Agranular insular area posterior part layer 2/3",AIp2/3,,1,3,8690,111,8,1,287,/997/8/567/688/695/315/95/111/163/,219866,,,f,288,2735510231,734881840,Agranular insular area posterior part layer 2/3
344,891,"Agranular insular area posterior part layer 5",AIp5,,1,3,8690,111,8,1,288,/997/8/567/688/695/315/95/111/344/,219866,,,f,289,3116139673,734881840,Agranular insular area posterior part layer 5
314,1029,"Agranular insular area posterior part layer 6a",AIp6a,,1,3,8690,111,8,1,289,/997/8/567/688/695/315/95/111/314/,219866,,,f,290,1257274084,734881840,Agranular insular area posterior part layer 6a
355,1034,"Agranular insular area posterior part layer 6b",AIp6b,,1,3,8690,111,8,1,290,/997/8/567/688/695/315/95/111/355/,219866,,,f,291,3556322142,734881840,Agranular insular area posterior part layer 6b
119,14,"Agranular insular area ventral part",AIv,,1,3,8690,95,7,1,291,/997/8/567/688/695/315/95/119/,219866,,,f,292,4204343095,734881840,Agranular insular area ventral part
704,936,"Agranular insular area ventral part layer 1",AIv1,,1,3,8690,119,8,1,292,/997/8/567/688/695/315/95/119/704/,219866,,,f,293,4142876190,734881840,Agranular insular area ventral part layer 1
694,652,"Agranular insular area ventral part layer 2/3",AIv2/3,,1,3,8690,119,8,1,293,/997/8/567/688/695/315/95/119/694/,219866,,,f,294,2779633736,734881840,Agranular insular area ventral part layer 2/3
800,948,"Agranular insular area ventral part layer 5",AIv5,,1,3,8690,119,8,1,294,/997/8/567/688/695/315/95/119/800/,219866,,,f,295,4051862023,734881840,Agranular insular area ventral part layer 5
675,1074,"Agranular insular area ventral part layer 6a",AIv6a,,1,3,8690,119,8,1,295,/997/8/567/688/695/315/95/119/675/,219866,,,f,296,1561328289,734881840,Agranular insular area ventral part layer 6a
699,1077,"Agranular insular area ventral part layer 6b",AIv6b,,1,3,8690,119,8,1,296,/997/8/567/688/695/315/95/119/699/,219866,,,f,297,3288771355,734881840,Agranular insular area ventral part layer 6b
254,314,Retrosplenial area,RSP,,1,3,8690,315,6,1,297,/997/8/567/688/695/315/254/,1AA698,,,f,298,2130272923,734881840,Retrosplenial area
894,394,"Retrosplenial area lateral agranular part",RSPagl,,1,3,8690,254,7,1,298,/997/8/567/688/695/315/254/894/,1AA698,,,f,299,3156484255,734881840,Retrosplenial area lateral agranular part
671,932,"Retrosplenial area lateral agranular part layer 1",RSPagl1,,1,3,8690,894,8,1,299,/997/8/567/688/695/315/254/894/671/,1AA698,,,f,300,149448588,734881840,Retrosplenial area lateral agranular part layer 1
965,969,"Retrosplenial area lateral agranular part layer 2/3",RSPagl2/3,,1,3,8690,894,8,1,300,/997/8/567/688/695/315/254/894/965/,1AA698,,,f,301,2863914633,734881840,Retrosplenial area lateral agranular part layer 2/3
774,945,"Retrosplenial area lateral agranular part layer 5",RSPagl5,,1,3,8690,894,8,1,301,/997/8/567/688/695/315/254/894/774/,1AA698,,,f,302,260416405,734881840,Retrosplenial area lateral agranular part layer 5
906,820,"Retrosplenial area lateral agranular part layer 6a",RSPagl6a,,1,3,8690,894,8,1,302,/997/8/567/688/695/315/254/894/906/,1AA698,,,f,303,1139806184,734881840,Retrosplenial area lateral agranular part layer 6a
279,883,"Retrosplenial area lateral agranular part layer 6b",RSPagl6b,,1,3,8690,894,8,1,303,/997/8/567/688/695/315/254/894/279/,1AA698,,,f,304,3673775698,734881840,Retrosplenial area lateral agranular part layer 6b
480149258,,Mediomedial anterior visual area,VISmma,,1,3,8690,894,8,1,304,/997/8/567/688/695/315/254/894/480149258/,1AA698,,,f,305,1884752328,734881840,Mediomedial anterior visual area
480149262,,"Mediomedial anterior visual area layer 1",VISmma1,,1,3,8690,480149258,9,1,305,/997/8/567/688/695/315/254/894/480149258/480149262/,1AA698,,,f,306,2893913001,734881840,Mediomedial anterior visual area layer 1
480149266,,"Mediomedial anterior visual area layer 2/3",VISmma2/3,,1,3,8690,480149258,9,1,306,/997/8/567/688/695/315/254/894/480149258/480149266/,1AA698,,,f,307,4132115660,734881840,Mediomedial anterior visual area layer 2/3
480149270,,"Mediomedial anterior visual area layer 4",VISmma4,,1,3,8690,480149258,9,1,307,/997/8/567/688/695/315/254/894/480149258/480149270/,1AA698,,,f,308,3692523302,734881840,Mediomedial anterior visual area layer 4
480149274,,"Mediomedial anterior visual arealayer 5",VISmma5,,1,3,8690,480149258,9,1,308,/997/8/567/688/695/315/254/894/480149258/480149274/,1AA698,,,f,309,1197199171,734881840,Mediomedial anterior visual arealayer 5
480149278,,"Mediomedial anterior visual area layer 6a",VISmma6a,,1,3,8690,480149258,9,1,309,/997/8/567/688/695/315/254/894/480149258/480149278/,1AA698,,,f,310,139480659,734881840,Mediomedial anterior visual area layer 6a
480149282,,"Mediomedial anterior visual area layer 6b",VISmma6b,,1,3,8690,480149258,9,1,310,/997/8/567/688/695/315/254/894/480149258/480149282/,1AA698,,,f,311,2438537193,734881840,Mediomedial anterior visual area layer 6b
480149286,,Mediomedial posterior visual area,VISmmp,,1,3,8690,894,8,1,311,/997/8/567/688/695/315/254/894/480149286/,1AA698,,,f,312,1089292433,734881840,Mediomedial posterior visual area
480149290,,"Mediomedial posterior visual area layer 1",VISmmp1,,1,3,8690,480149286,9,1,312,/997/8/567/688/695/315/254/894/480149286/480149290/,1AA698,,,f,313,504923420,734881840,Mediomedial posterior visual area layer 1
480149294,,"Mediomedial posterior visual area layer 2/3",VISmmp2/3,,1,3,8690,480149286,9,1,313,/997/8/567/688/695/315/254/894/480149286/480149294/,1AA698,,,f,314,2515976503,734881840,Mediomedial posterior visual area layer 2/3
480149298,,"Mediomedial posterior visual area layer 4",VISmmp4,,1,3,8690,480149286,9,1,314,/997/8/567/688/695/315/254/894/480149286/480149298/,1AA698,,,f,315,1852993939,734881840,Mediomedial posterior visual area layer 4
480149302,,"Mediomedial posterior visual arealayer 5",VISmmp5,,1,3,8690,480149286,9,1,315,/997/8/567/688/695/315/254/894/480149286/480149302/,1AA698,,,f,316,2672710394,734881840,Mediomedial posterior visual arealayer 5
480149306,,"Mediomedial posterior visual area layer 6a",VISmmp6a,,1,3,8690,480149286,9,1,316,/997/8/567/688/695/315/254/894/480149286/480149306/,1AA698,,,f,317,3018419278,734881840,Mediomedial posterior visual area layer 6a
480149310,,"Mediomedial posterior visual area layer 6b",VISmmp6b,,1,3,8690,480149286,9,1,317,/997/8/567/688/695/315/254/894/480149286/480149310/,1AA698,,,f,318,719338996,734881840,Mediomedial posterior visual area layer 6b
480149314,,Medial visual area,VISm,,1,3,8690,894,8,1,318,/997/8/567/688/695/315/254/894/480149314/,1AA698,,,f,319,2667387940,734881840,Medial visual area
480149318,,"Medial visual area layer 1",VISm1,,1,3,8690,480149314,9,1,319,/997/8/567/688/695/315/254/894/480149314/480149318/,1AA698,,,f,320,1653035992,734881840,Medial visual area layer 1
480149322,,"Medial visual area layer 2/3",VISm2/3,,1,3,8690,480149314,9,1,320,/997/8/567/688/695/315/254/894/480149314/480149322/,1AA698,,,f,321,1439750147,734881840,Medial visual area layer 2/3
480149326,,"Medial visual area layer 4",VISm4,,1,3,8690,480149314,9,1,321,/997/8/567/688/695/315/254/894/480149314/480149326/,1AA698,,,f,322,317564759,734881840,Medial visual area layer 4
480149330,,"Medial visual arealayer 5",VISm5,,1,3,8690,480149314,9,1,322,/997/8/567/688/695/315/254/894/480149314/480149330/,1AA698,,,f,323,3698794804,734881840,Medial visual arealayer 5
480149334,,"Medial visual area layer 6a",VISm6a,,1,3,8690,480149314,9,1,323,/997/8/567/688/695/315/254/894/480149314/480149334/,1AA698,,,f,324,798815537,734881840,Medial visual area layer 6a
480149338,,"Medial visual area layer 6b",VISm6b,,1,3,8690,480149314,9,1,324,/997/8/567/688/695/315/254/894/480149314/480149338/,1AA698,,,f,325,3063260299,734881840,Medial visual area layer 6b
879,392,"Retrosplenial area dorsal part",RSPd,,1,3,8690,254,7,1,325,/997/8/567/688/695/315/254/879/,1AA698,,,f,326,1698653345,734881840,Retrosplenial area dorsal part
442,1045,"Retrosplenial area dorsal part layer 1",RSPd1,,1,3,8690,879,8,1,326,/997/8/567/688/695/315/254/879/442/,1AA698,,,f,327,3307182297,734881840,Retrosplenial area dorsal part layer 1
434,761,"Retrosplenial area dorsal part layer 2/3",RSPd2/3,,1,3,8690,879,8,1,327,/997/8/567/688/695/315/254/879/434/,1AA698,,,f,328,1081955810,734881840,Retrosplenial area dorsal part layer 2/3
545,1058,"Retrosplenial area dorsal part layer 4",RSPd4,,1,3,8690,879,8,1,328,/997/8/567/688/695/315/254/879/545/,1AA698,,,f,329,3044371542,734881840,Retrosplenial area dorsal part layer 4
610,1066,"Retrosplenial area dorsal part layer 5",RSPd5,,1,3,8690,879,8,1,329,/997/8/567/688/695/315/254/879/610/,1AA698,,,f,330,3262274752,734881840,Retrosplenial area dorsal part layer 5
274,1024,"Retrosplenial area dorsal part layer 6a",RSPd6a,,1,3,8690,879,8,1,330,/997/8/567/688/695/315/254/879/274/,1AA698,,,f,331,1480351084,734881840,Retrosplenial area dorsal part layer 6a
330,1031,"Retrosplenial area dorsal part layer 6b",RSPd6b,,1,3,8690,879,8,1,331,/997/8/567/688/695/315/254/879/330/,1AA698,,,f,332,3241479382,734881840,Retrosplenial area dorsal part layer 6b
886,393,"Retrosplenial area ventral part",RSPv,,1,3,8690,254,7,1,332,/997/8/567/688/695/315/254/886/,1AA698,,,f,333,206834043,734881840,Retrosplenial area ventral part
542,633,"Retrosplenial area ventral part layer 1",RSPv1,,1,3,8690,886,8,1,333,/997/8/567/688/695/315/254/886/542/,1AA698,,,f,334,1320301965,734881840,Retrosplenial area ventral part layer 1
606,641,"Retrosplenial area ventral part layer 2",RSPv2,,1,3,8690,886,8,1,334,/997/8/567/688/695/315/254/886/606/,1AA698,,,f,335,3619382327,734881840,Retrosplenial area ventral part layer 2
430,619,"Retrosplenial area ventral part layer 2/3",RSPv2/3,,1,3,8690,886,8,1,335,/997/8/567/688/695/315/254/886/430/,1AA698,,,f,336,919443786,734881840,Retrosplenial area ventral part layer 2/3
687,651,"Retrosplenial area ventral part layer 5",RSPv5,,1,3,8690,886,8,1,336,/997/8/567/688/695/315/254/886/687/,1AA698,,,f,337,1239413140,734881840,Retrosplenial area ventral part layer 5
590,639,"Retrosplenial area ventral part layer 6a",RSPv6a,,1,3,8690,886,8,1,337,/997/8/567/688/695/315/254/886/590/,1AA698,,,f,338,884041004,734881840,Retrosplenial area ventral part layer 6a
622,643,"Retrosplenial area ventral part layer 6b",RSPv6b,,1,3,8690,886,8,1,338,/997/8/567/688/695/315/254/886/622/,1AA698,,,f,339,2914530454,734881840,Retrosplenial area ventral part layer 6b
22,285,Posterior parietal association areas,PTLp,,1,3,8690,315,6,1,339,/997/8/567/688/695/315/22/,009FAC,,,f,340,4041380584,734881840,Posterior parietal association areas
532,1056,"Posterior parietal association areas layer 1",PTLp1,,1,3,8690,22,7,1,340,/997/8/567/688/695/315/22/532/,009FAC,,,f,341,1126558061,734881840,Posterior parietal association areas layer 1
241,454,"Posterior parietal association areas layer 2/3",PTLp2/3,,1,3,8690,22,7,1,341,/997/8/567/688/695/315/22/241/,009FAC,,,f,342,3889625550,734881840,Posterior parietal association areas layer 2/3
635,1069,"Posterior parietal association areas layer 4",PTLp4,,1,3,8690,22,7,1,342,/997/8/567/688/695/315/22/635/,009FAC,,,f,343,860823010,734881840,Posterior parietal association areas layer 4
683,1075,"Posterior parietal association areas layer 5",PTLp5,,1,3,8690,22,7,1,343,/997/8/567/688/695/315/22/683/,009FAC,,,f,344,1145580916,734881840,Posterior parietal association areas layer 5
308,1028,"Posterior parietal association areas layer 6a",PTLp6a,,1,3,8690,22,7,1,344,/997/8/567/688/695/315/22/308/,009FAC,,,f,345,2494959752,734881840,Posterior parietal association areas layer 6a
340,1032,"Posterior parietal association areas layer 6b",PTLp6b,,1,3,8690,22,7,1,345,/997/8/567/688/695/315/22/340/,009FAC,,,f,346,230637874,734881840,Posterior parietal association areas layer 6b
312782546,,Anterior area,VISa,,1,3,8690,22,7,1,346,/997/8/567/688/695/315/22/312782546/,009FAC,,,f,347,3402453642,734881840,Anterior area
312782550,,"Anterior area layer 1",VISa1,,1,3,8690,312782546,8,1,347,/997/8/567/688/695/315/22/312782546/312782550/,009FAC,,,f,348,10340068,734881840,Anterior area layer 1
312782554,,"Anterior area layer 2/3",VISa2/3,,1,3,8690,312782546,8,1,348,/997/8/567/688/695/315/22/312782546/312782554/,009FAC,,,f,349,2789647405,734881840,Anterior area layer 2/3
312782558,,"Anterior area layer 4",VISa4,,1,3,8690,312782546,8,1,349,/997/8/567/688/695/315/22/312782546/312782558/,009FAC,,,f,350,1895248491,734881840,Anterior area layer 4
312782562,,"Anterior area layer 5",VISa5,,1,3,8690,312782546,8,1,350,/997/8/567/688/695/315/22/312782546/312782562/,009FAC,,,f,351,133169917,734881840,Anterior area layer 5
312782566,,"Anterior area layer 6a",VISa6a,,1,3,8690,312782546,8,1,351,/997/8/567/688/695/315/22/312782546/312782566/,009FAC,,,f,352,9540387,734881840,Anterior area layer 6a
312782570,,"Anterior area layer 6b",VISa6b,,1,3,8690,312782546,8,1,352,/997/8/567/688/695/315/22/312782546/312782570/,009FAC,,,f,353,2576925337,734881840,Anterior area layer 6b
417,759,Rostrolateral visual area,VISrl,,1,3,8690,22,7,1,353,/997/8/567/688/695/315/22/417/,009FAC,,,f,354,1848950861,734881840,Rostrolateral visual area
312782604,,"Rostrolateral area layer 1",VISrl1,,1,3,8690,417,8,1,354,/997/8/567/688/695/315/22/417/312782604/,009FAC,,,f,355,3916570650,734881840,Rostrolateral area layer 1
312782608,,"Rostrolateral area layer 2/3",VISrl2/3,,1,3,8690,417,8,1,355,/997/8/567/688/695/315/22/417/312782608/,009FAC,,,f,356,1695598268,734881840,Rostrolateral area layer 2/3
312782612,,"Rostrolateral area layer 4",VISrl4,,1,3,8690,417,8,1,356,/997/8/567/688/695/315/22/417/312782612/,009FAC,,,f,357,2568541333,734881840,Rostrolateral area layer 4
312782616,,"Rostrolateral area layer 5",VISrl5,,1,3,8690,417,8,1,357,/997/8/567/688/695/315/22/417/312782616/,009FAC,,,f,358,3995067395,734881840,Rostrolateral area layer 5
312782620,,"Rostrolateral area layer 6a",VISrl6a,,1,3,8690,417,8,1,358,/997/8/567/688/695/315/22/417/312782620/,009FAC,,,f,359,1518183390,734881840,Rostrolateral area layer 6a
312782624,,"Rostrolateral area layer 6b",VISrl6b,,1,3,8690,417,8,1,359,/997/8/567/688/695/315/22/417/312782624/,009FAC,,,f,360,3279221348,734881840,Rostrolateral area layer 6b
541,350,Temporal association areas,TEa,,1,3,8690,315,6,1,360,/997/8/567/688/695/315/541/,15B0B3,,,f,361,2291994334,734881840,Temporal association areas
97,1002,"Temporal association areas layer 1",TEa1,,1,3,8690,541,7,1,361,/997/8/567/688/695/315/541/97/,15B0B3,,,f,362,456768453,734881840,Temporal association areas layer 1
1127,706,"Temporal association areas layer 2/3",TEa2/3,,1,3,8690,541,7,1,362,/997/8/567/688/695/315/541/1127/,15B0B3,,,f,363,74295275,734881840,Temporal association areas layer 2/3
234,1019,"Temporal association areas layer 4",TEa4,,1,3,8690,541,7,1,363,/997/8/567/688/695/315/541/234/,15B0B3,,,f,364,1800621898,734881840,Temporal association areas layer 4
289,1026,"Temporal association areas layer 5",TEa5,,1,3,8690,541,7,1,364,/997/8/567/688/695/315/541/289/,15B0B3,,,f,365,475299804,734881840,Temporal association areas layer 5
729,1081,"Temporal association areas layer 6a",TEa6a,,1,3,8690,541,7,1,365,/997/8/567/688/695/315/541/729/,15B0B3,,,f,366,1289955072,734881840,Temporal association areas layer 6a
786,1088,"Temporal association areas layer 6b",TEa6b,,1,3,8690,541,7,1,366,/997/8/567/688/695/315/541/786/,15B0B3,,,f,367,3588912826,734881840,Temporal association areas layer 6b
922,256,Perirhinal area,PERI,,1,3,8690,315,6,1,367,/997/8/567/688/695/315/922/,0E9684,,,f,368,173995527,734881840,Perirhinal area
540,1057,"Perirhinal area layer 1",PERI1,,1,3,8690,922,7,1,368,/997/8/567/688/695/315/922/540/,0E9684,,,f,369,161492388,734881840,Perirhinal area layer 1
888,959,"Perirhinal area layer 2/3",PERI2/3,,1,3,8690,922,7,1,369,/997/8/567/688/695/315/922/888/,0E9684,,,f,370,1642584549,734881840,Perirhinal area layer 2/3
692,1076,"Perirhinal area layer 5",PERI5,,1,3,8690,922,7,1,370,/997/8/567/688/695/315/922/692/,0E9684,,,f,371,248375741,734881840,Perirhinal area layer 5
335,890,"Perirhinal area layer 6a",PERI6a,,1,3,8690,922,7,1,371,/997/8/567/688/695/315/922/335/,0E9684,,,f,372,1984229208,734881840,Perirhinal area layer 6a
368,894,"Perirhinal area layer 6b",PERI6b,,1,3,8690,922,7,1,372,/997/8/567/688/695/315/922/368/,0E9684,,,f,373,4014849762,734881840,Perirhinal area layer 6b
895,111,Ectorhinal area,ECT,,1,3,8690,315,6,1,373,/997/8/567/688/695/315/895/,0D9F91,,,f,374,3399607880,734881840,Ectorhinal area
836,1094,Ectorhinal area/Layer 1,ECT1,,1,3,8690,895,7,1,374,/997/8/567/688/695/315/895/836/,0D9F91,,,f,375,2240743692,734881840,Ectorhinal area/Layer 1
427,1043,Ectorhinal area/Layer 2/3,ECT2/3,,1,3,8690,895,7,1,375,/997/8/567/688/695/315/895/427/,0D9F91,,,f,376,993691642,734881840,Ectorhinal area/Layer 2/3
988,1113,Ectorhinal area/Layer 5,ECT5,,1,3,8690,895,7,1,376,/997/8/567/688/695/315/895/988/,0D9F91,,,f,377,2195901717,734881840,Ectorhinal area/Layer 5
977,1112,Ectorhinal area/Layer 6a,ECT6a,,1,3,8690,895,7,1,377,/997/8/567/688/695/315/895/977/,0D9F91,,,f,378,2932206502,734881840,Ectorhinal area/Layer 6a
1045,1120,Ectorhinal area/Layer 6b,ECT6b,,1,3,8690,895,7,1,378,/997/8/567/688/695/315/895/1045/,0D9F91,,,f,379,936163868,734881840,Ectorhinal area/Layer 6b
698,228,Olfactory areas,OLF,,1,3,8690,695,5,1,379,/997/8/567/688/695/698/,9AD2BD,,,f,380,1234982955,734881840,Olfactory areas
507,204,Main olfactory bulb,MOB,,1,3,8690,698,6,1,380,/997/8/567/688/695/698/507/,9AD2BD,,,f,381,2457606556,734881840,Main olfactory bulb
212,733,"Main olfactory bulb glomerular layer",MOBgl,,1,3,8690,507,7,1,381,/997/8/567/688/695/698/507/212/,82C7AE,,,f,382,224250866,734881840,Main olfactory bulb glomerular layer
220,734,"Main olfactory bulb granule layer",MOBgr,,1,3,8690,507,7,1,382,/997/8/567/688/695/698/507/220/,82C7AE,,,f,383,1684821541,734881840,Main olfactory bulb granule layer
228,735,"Main olfactory bulb inner plexiform layer",MOBipl,,1,3,8690,507,7,1,383,/997/8/567/688/695/698/507/228/,9AD2BD,,,f,384,1125023575,734881840,Main olfactory bulb inner plexiform layer
236,736,"Main olfactory bulb mitral layer",MOBmi,,1,3,8690,507,7,1,384,/997/8/567/688/695/698/507/236/,82C7AE,,,f,385,1536894627,734881840,Main olfactory bulb mitral layer
244,737,"Main olfactory bulb outer plexiform layer",MOBopl,,1,3,8690,507,7,1,385,/997/8/567/688/695/698/507/244/,9AD2BD,,,f,386,164653746,734881840,Main olfactory bulb outer plexiform layer
151,18,Accessory olfactory bulb,AOB,,1,3,8690,698,6,1,386,/997/8/567/688/695/698/151/,9DF0D2,,,f,387,3386724067,734881840,Accessory olfactory bulb
188,730,"Accessory olfactory bulb glomerular layer",AOBgl,,1,3,8690,151,7,1,387,/997/8/567/688/695/698/151/188/,9DF0D2,,,f,388,2369905656,734881840,Accessory olfactory bulb glomerular layer
196,731,"Accessory olfactory bulb granular layer",AOBgr,,1,3,8690,151,7,1,388,/997/8/567/688/695/698/151/196/,95E4C8,,,f,389,2164797365,734881840,Accessory olfactory bulb granular layer
204,732,"Accessory olfactory bulb mitral layer",AOBmi,,1,3,8690,151,7,1,389,/997/8/567/688/695/698/151/204/,9DF0D2,,,f,390,4294648998,734881840,Accessory olfactory bulb mitral layer
159,19,Anterior olfactory nucleus,AON,,1,3,8690,698,6,1,390,/997/8/567/688/695/698/159/,54BF94,,,f,391,747766383,734881840,Anterior olfactory nucleus
167,20,"Anterior olfactory nucleus dorsal part",AONd,,1,3,8690,159,7,1,391,/997/8/567/688/695/698/159/167/,54BF94,,,f,392,130265477,734881840,Anterior olfactory nucleus dorsal part
175,21,"Anterior olfactory nucleus external part",AONe,,1,3,8690,159,7,1,392,/997/8/567/688/695/698/159/175/,54BF94,,,f,393,38711150,734881840,Anterior olfactory nucleus external part
183,22,"Anterior olfactory nucleus lateral part",AONl,,1,3,8690,159,7,1,393,/997/8/567/688/695/698/159/183/,54BF94,,,f,394,3992199283,734881840,Anterior olfactory nucleus lateral part
191,23,"Anterior olfactory nucleus medial part",AONm,,1,3,8690,159,7,1,394,/997/8/567/688/695/698/159/191/,54BF94,,,f,395,1494026705,734881840,Anterior olfactory nucleus medial part
199,24,"Anterior olfactory nucleus posteroventral part",AONpv,,1,3,8690,159,7,1,395,/997/8/567/688/695/698/159/199/,54BF94,,,f,396,2533672001,734881840,Anterior olfactory nucleus posteroventral part
160,868,"Anterior olfactory nucleus layer 1",AON1,,1,3,8690,159,7,1,396,/997/8/567/688/695/698/159/160/,54BF94,,,f,397,2989788171,734881840,Anterior olfactory nucleus layer 1
168,869,"Anterior olfactory nucleus layer 2",AON2,,1,3,8690,159,7,1,397,/997/8/567/688/695/698/159/168/,54BF94,,,f,398,725474737,734881840,Anterior olfactory nucleus layer 2
589,356,Taenia tecta,TT,,1,3,8690,698,6,1,398,/997/8/567/688/695/698/589/,62D09F,,,f,399,2827574122,734881840,Taenia tecta
597,357,"Taenia tecta dorsal part",TTd,,1,3,8690,589,7,1,399,/997/8/567/688/695/698/589/597/,62D09F,,,f,400,2019823208,734881840,Taenia tecta dorsal part
297,744,"Taenia tecta dorsal part layers 1-4",TTd1-4,,1,3,8690,597,8,1,400,/997/8/567/688/695/698/589/597/297/,62D09F,,,f,401,4046455694,734881840,Taenia tecta dorsal part layers 1-4
1034,836,"Taenia tecta dorsal part layer 1",TTd1,,1,3,8690,597,8,1,401,/997/8/567/688/695/698/589/597/1034/,62D09F,,,f,402,1896447081,734881840,Taenia tecta dorsal part layer 1
1042,837,"Taenia tecta dorsal part layer 2",TTd2,,1,3,8690,597,8,1,402,/997/8/567/688/695/698/589/597/1042/,62D09F,,,f,403,3892325843,734881840,Taenia tecta dorsal part layer 2
1050,838,"Taenia tecta dorsal part layer 3",TTd3,,1,3,8690,597,8,1,403,/997/8/567/688/695/698/589/597/1050/,62D09F,,,f,404,2668043589,734881840,Taenia tecta dorsal part layer 3
1059,839,"Taenia tecta dorsal part layer 4",TTd4,,1,3,8690,597,8,1,404,/997/8/567/688/695/698/589/597/1059/,62D09F,,,f,405,23300326,734881840,Taenia tecta dorsal part layer 4
605,358,"Taenia tecta ventral part",TTv,,1,3,8690,589,7,1,405,/997/8/567/688/695/698/589/605/,62D09F,,,f,406,4008781829,734881840,Taenia tecta ventral part
306,745,"Taenia tecta ventral part layers 1-3",TTv1-3,,1,3,8690,605,8,1,406,/997/8/567/688/695/698/589/605/306/,62D09F,,,f,407,3753542786,734881840,Taenia tecta ventral part layers 1-3
1067,840,"Taenia tecta ventral part layer 1",TTv1,,1,3,8690,605,8,1,407,/997/8/567/688/695/698/589/605/1067/,62D09F,,,f,408,2238157029,734881840,Taenia tecta ventral part layer 1
1075,841,"Taenia tecta ventral part layer 2",TTv2,,1,3,8690,605,8,1,408,/997/8/567/688/695/698/589/605/1075/,62D09F,,,f,409,477020511,734881840,Taenia tecta ventral part layer 2
1082,842,"Taenia tecta ventral part layer 3",TTv3,,1,3,8690,605,8,1,409,/997/8/567/688/695/698/589/605/1082/,62D09F,,,f,410,1802105289,734881840,Taenia tecta ventral part layer 3
814,384,Dorsal peduncular area,DP,,1,3,8690,698,6,1,410,/997/8/567/688/695/698/814/,A4DAA4,,,f,411,327990420,734881840,Dorsal peduncular area
496,627,"Dorsal peduncular area layer 1",DP1,,1,3,8690,814,7,1,411,/997/8/567/688/695/698/814/496/,A4DAA4,,,f,412,2060647510,734881840,Dorsal peduncular area layer 1
535,632,"Dorsal peduncular area layer 2",DP2,,1,3,8690,814,7,1,412,/997/8/567/688/695/698/814/535/,A4DAA4,,,f,413,3822824940,734881840,Dorsal peduncular area layer 2
360,893,"Dorsal peduncular area layer 2/3",DP2/3,,1,3,8690,814,7,1,413,/997/8/567/688/695/698/814/360/,A4DAA4,,,f,414,3065629674,734881840,Dorsal peduncular area layer 2/3
646,646,"Dorsal peduncular area layer 5",DP5,,1,3,8690,814,7,1,414,/997/8/567/688/695/698/814/646/,A4DAA4,,,f,415,2109683791,734881840,Dorsal peduncular area layer 5
267,1023,"Dorsal peduncular area layer 6a",DP6a,,1,3,8690,814,7,1,415,/997/8/567/688/695/698/814/267/,A4DAA4,,,f,416,629411513,734881840,Dorsal peduncular area layer 6a
961,261,Piriform area,PIR,,1,3,8690,698,6,1,416,/997/8/567/688/695/698/961/,6ACBBA,,,f,417,3867654445,734881840,Piriform area
152,867,"Piriform area layers 1-3",PIR1-3,,1,3,8690,961,7,1,417,/997/8/567/688/695/698/961/152/,6ACBBA,,,f,418,2647697453,734881840,Piriform area layers 1-3
276,741,"Piriform area molecular layer",PIR1,,1,3,8690,961,7,1,418,/997/8/567/688/695/698/961/276/,6ACBBA,,,f,419,2554470513,734881840,Piriform area molecular layer
284,742,"Piriform area pyramidal layer",PIR2,,1,3,8690,961,7,1,419,/997/8/567/688/695/698/961/284/,6ACBBA,,,f,420,274998294,734881840,Piriform area pyramidal layer
291,743,"Piriform area polymorph layer",PIR3,,1,3,8690,961,7,1,420,/997/8/567/688/695/698/961/291/,6ACBBA,,,f,421,1551580350,734881840,Piriform area polymorph layer
619,218,Nucleus of the lateral olfactory tract,NLOT,,1,3,8690,698,6,1,421,/997/8/567/688/695/698/619/,95E4C8,,,f,422,1925788982,734881840,Nucleus of the lateral olfactory tract
392,897,"Nucleus of the lateral olfactory tract layers 1-3",NLOT1-3,,1,3,8690,619,7,1,422,/997/8/567/688/695/698/619/392/,95E4C8,,,f,423,1369727155,734881840,Nucleus of the lateral olfactory tract layers 1-3
260,739,"Nucleus of the lateral olfactory tract molecular layer",NLOT1,,1,3,8690,619,7,1,423,/997/8/567/688/695/698/619/260/,95E4C8,,,f,424,1899636519,734881840,Nucleus of the lateral olfactory tract molecular layer
268,740,"Nucleus of the lateral olfactory tract pyramidal layer",NLOT2,,1,3,8690,619,7,1,424,/997/8/567/688/695/698/619/268/,95E4C8,,,f,425,4179370816,734881840,Nucleus of the lateral olfactory tract pyramidal layer
1139,1137,"Nucleus of the lateral olfactory tract layer 3",NLOT3,,1,3,8690,619,7,1,425,/997/8/567/688/695/698/619/1139/,95E4C8,,,f,426,2600277896,734881840,Nucleus of the lateral olfactory tract layer 3
631,78,Cortical amygdalar area,COA,,1,3,8690,698,6,1,426,/997/8/567/688/695/698/631/,61E7B7,,,f,427,1492043464,734881840,Cortical amygdalar area
