,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
305,VISmma1,,1AA698,9,FALSE,734881840,1,305,3,480149262,,,1,480149258,Mediomedial anterior visual area layer 1,306,,/997/8/567/688/695/315/254/894/480149258/480149262/,2893913001,8690
306,VISmma2/3,,1AA698,9,FALSE,734881840,1,306,3,480149266,,,1,480149258,Mediomedial anterior visual area layer 2/3,307,,/997/8/567/688/695/315/254/894/480149258/480149266/,4132115660,8690
307,VISmma4,,1AA698,9,FALSE,734881840,1,307,3,480149270,,,1,480149258,Mediomedial anterior visual area layer 4,308,,/997/8/567/688/695/315/254/894/480149258/480149270/,3692523302,8690
308,VISmma5,,1AA698,9,FALSE,734881840,1,308,3,480149274,,,1,480149258,Mediomedial anterior visual arealayer 5,309,,/997/8/567/688/695/315/254/894/480149258/480149274/,1197199171,8690
309,VISmma6a,,1AA698,9,FALSE,734881840,1,309,3,480149278,,,1,480149258,Mediomedial anterior visual area layer 6a,310,,/997/8/567/688/695/315/254/894/480149258/480149278/,139480659,8690
310,VISmma6b,,1AA698,9,FALSE,734881840,1,310,3,480149282,,,1,480149258,Mediomedial anterior visual area layer 6b,311,,/997/8/567/688/695/315/254/894/480149258/480149282/,2438537193,8690
311,VISmmp,,1AA698,8,FALSE,734881840,1,311,3,480149286,,,1,894,Mediomedial posterior visual area,312,,/997/8/567/688/695/315/254/894/480149286/,1089292433,8690
312,VISmmp1,,1AA698,9,FALSE,734881840,1,312,3,480149290,,,1,480149286,Mediomedial posterior visual area layer 1,313,,/997/8/567/688/695/315/254/894/480149286/480149290/,504923420,8690
313,VISmmp2/3,,1AA698,9,FALSE,734881840,1,313,3,480149294,,,1,480149286,Mediomedial posterior visual area layer 2/3,314,,/997/8/567/688/695/315/254/894/480149286/480149294/,2515976503,8690
314,VISmmp4,,1AA698,9,FALSE,734881840,1,314,3,480149298,,,1,480149286,Mediomedial posterior visual area layer 4,315,,/997/8/567/688/695/315/254/894/480149286/480149298/,1852993939,8690
315,VISmmp5,,1AA698,9,FALSE,734881840,1,315,3,480149302,,,1,480149286,Mediomedial posterior visual arealayer 5,316,,/997/8/567/688/695/315/254/894/480149286/480149302/,2672710394,8690
316,VISmmp6a,,1AA698,9,FALSE,734881840,1,316,3,480149306,,,1,480149286,Mediomedial posterior visual area layer 6a,317,,/997/8/567/688/695/315/254/894/480149286/480149306/,3018419278,8690
317,VISmmp6b,,1AA698,9,FALSE,734881840,1,317,3,480149310,,,1,480149286,Mediomedial posterior visual area layer 6b,318,,/997/8/567/688/695/315/254/894/480149286/480149310/,719338996,8690
318,VISm,,1AA698,8,FALSE,734881840,1,318,3,480149314,,,1,894,Medial visual area,319,,/997/8/567/688/695/315/254/894/480149314/,2667387940,8690
319,VISm1,,1AA698,9,FALSE,734881840,1,319,3,480149318,,,1,480149314,Medial visual area layer 1,320,,/997/8/567/688/695/315/254/894/480149314/480149318/,1653035992,8690
320,VISm2/3,,1AA698,9,FALSE,734881840,1,320,3,480149322,,,1,480149314,Medial visual area layer 2/3,321,,/997/8/567/688/695/315/254/894/480149314/480149322/,1439750147,8690
321,VISm4,,1AA698,9,FALSE,734881840,1,321,3,480149326,,,1,480149314,Medial visual area layer 4,322,,/997/8/567/688/695/315/254/894/480149314/480149326/,317564759,8690
322,VISm5,,1AA698,9,FALSE,734881840,1,322,3,480149330,,,1,480149314,Medial visual arealayer 5,323,,/997/8/567/688/695/315/254/894/480149314/480149330/,3698794804,8690
323,VISm6a,,1AA698,9,FALSE,734881840,1,323,3,480149334,,,1,480149314,Medial visual area layer 6a,324,,/997/8/567/688/695/315/254/894/480149314/480149334/,798815537,8690
324,VISm6b,,1AA698,9,FALSE,734881840,1,324,3,480149338,,,1,480149314,Medial visual area layer 6b,325,,/997/8/567/688/695/315/254/894/480149314/480149338/,3063260299,8690
325,RSPd,392,1AA698,7,FALSE,734881840,1,325,3,879,,,1,254,Retrosplenial area dorsal part,326,,/997/8/567/688/695/315/254/879/,1698653345,8690
326,RSPd1,1045,1AA698,8,FALSE,734881840,1,326,3,442,,,1,879,Retrosplenial area dorsal part layer 1,327,,/997/8/567/688/695/315/254/879/442/,3307182297,8690
327,RSPd2/3,761,1AA698,8,FALSE,734881840,1,327,3,434,,,1,879,Retrosplenial area dorsal part layer 2/3,328,,/997/8/567/688/695/315/254/879/434/,1081955810,8690
328,RSPd4,1058,1AA698,8,FALSE,734881840,1,328,3,545,,,1,879,Retrosplenial area dorsal part layer 4,329,,/997/8/567/688/695/315/254/879/545/,3044371542,8690
329,RSPd5,1066,1AA698,8,FALSE,734881840,1,329,3,610,,,1,879,Retrosplenial area dorsal part layer 5,330,,/997/8/567/688/695/315/254/879/610/,3262274752,8690
330,RSPd6a,1024,1AA698,8,FALSE,734881840,1,330,3,274,,,1,879,Retrosplenial area dorsal part layer 6a,331,,/997/8/567/688/695/315/254/879/274/,1480351084,8690
331,RSPd6b,1031,1AA698,8,FALSE,734881840,1,331,3,330,,,1,879,Retrosplenial area dorsal part layer 6b,332,,/997/8/567/688/695/315/254/879/330/,3241479382,8690
332,RSPv,393,1AA698,7,FALSE,734881840,1,332,3,886,,,1,254,Retrosplenial area ventral part,333,,/997/8/567/688/695/315/254/886/,206834043,8690
333,RSPv1,633,1AA698,8,FALSE,734881840,1,333,3,542,,,1,886,Retrosplenial area ventral part layer 1,334,,/997/8/567/688/695/315/254/886/542/,1320301965,8690
334,RSPv2,641,1AA698,8,FALSE,734881840,1,334,3,606,,,1,886,Retrosplenial area ventral part layer 2,335,,/997/8/567/688/695/315/254/886/606/,3619382327,8690
335,RSPv2/3,619,1AA698,8,FALSE,734881840,1,335,3,430,,,1,886,Retrosplenial area ventral part layer 2/3,336,,/997/8/567/688/695/315/254/886/430/,919443786,8690
336,RSPv5,651,1AA698,8,FALSE,734881840,1,336,3,687,,,1,886,Retrosplenial area ventral part layer 5,337,,/997/8/567/688/695/315/254/886/687/,1239413140,8690
337,RSPv6a,639,1AA698,8,FALSE,734881840,1,337,3,590,,,1,886,Retrosplenial area ventral part layer 6a,338,,/997/8/567/688/695/315/254/886/590/,884041004,8690
338,RSPv6b,643,1AA698,8,FALSE,734881840,1,338,3,622,,,1,886,Retrosplenial area ventral part layer 6b,339,,/997/8/567/688/695/315/254/886/622/,2914530454,8690
339,PTLp,285,009FAC,6,FALSE,734881840,1,339,3,22,,,1,315,Posterior parietal association areas,340,,/997/8/567/688/695/315/22/,4041380584,8690
340,PTLp1,1056,009FAC,7,FALSE,734881840,1,340,3,532,,,1,22,Posterior parietal association areas layer 1,341,,/997/8/567/688/695/315/22/532/,1126558061,8690
341,PTLp2/3,454,009FAC,7,FALSE,734881840,1,341,3,241,,,1,22,Posterior parietal association areas layer 2/3,342,,/997/8/567/688/695/315/22/241/,3889625550,8690
342,PTLp4,1069,009FAC,7,FALSE,734881840,1,342,3,635,,,1,22,Posterior parietal association areas layer 4,343,,/997/8/567/688/695/315/22/635/,860823010,8690
343,PTLp5,1075,009FAC,7,FALSE,734881840,1,343,3,683,,,1,22,Posterior parietal association areas layer 5,344,,/997/8/567/688/695/315/22/683/,1145580916,8690
344,PTLp6a,1028,009FAC,7,FALSE,734881840,1,344,3,308,,,1,22,Posterior parietal association areas layer 6a,345,,/997/8/567/688/695/315/22/308/,2494959752,8690
345,PTLp6b,1032,009FAC,7,FALSE,734881840,1,345,3,340,,,1,22,Posterior parietal association areas layer 6b,346,,/997/8/567/688/695/315/22/340/,230637874,8690
346,VISa,,009FAC,7,FALSE,734881840,1,346,3,312782546,,,1,22,Anterior area,347,,/997/8/567/688/695/315/22/312782546/,3402453642,8690
347,VISa1,,009FAC,8,FALSE,734881840,1,347,3,312782550,,,1,312782546,Anterior area layer 1,348,,/997/8/567/688/695/315/22/312782546/312782550/,10340068,8690
348,VISa2/3,,009FAC,8,FALSE,734881840,1,348,3,312782554,,,1,312782546,Anterior area layer 2/3,349,,/997/8/567/688/695/315/22/312782546/312782554/,2789647405,8690
349,VISa4,,009FAC,8,FALSE,734881840,1,349,3,312782558,,,1,312782546,Anterior area layer 4,350,,/997/8/567/688/695/315/22/312782546/312782558/,1895248491,8690
350,VISa5,,009FAC,8,FALSE,734881840,1,350,3,312782562,,,1,312782546,Anterior area layer 5,351,,/997/8/567/688/695/315/22/312782546/312782562/,133169917,8690
351,VISa6a,,009FAC,8,FALSE,734881840,1,351,3,312782566,,,1,312782546,Anterior area layer 6a,352,,/997/8/567/688/695/315/22/312782546/312782566/,9540387,8690
352,VISa6b,,009FAC,8,FALSE,734881840,1,352,3,312782570,,,1,312782546,Anterior area layer 6b,353,,/997/8/567/688/695/315/22/312782546/312782570/,2576925337,8690
353,VISrl,759,009FAC,7,FALSE,734881840,1,353,3,417,,,1,22,Rostrolateral visual area,354,,/997/8/567/688/695/315/22/417/,1848950861,8690
354,VISrl1,,009FAC,8,FALSE,734881840,1,354,3,312782604,,,1,417,Rostrolateral area layer 1,355,,/997/8/567/688/695/315/22/417/312782604/,3916570650,8690
355,VISrl2/3,,009FAC,8,FALSE,734881840,1,355,3,312782608,,,1,417,Rostrolateral area layer 2/3,356,,/997/8/567/688/695/315/22/417/312782608/,1695598268,8690
356,VISrl4,,009FAC,8,FALSE,734881840,1,356,3,312782612,,,1,417,Rostrolateral area layer 4,357,,/997/8/567/688/695/315/22/417/312782612/,2568541333,8690
357,VISrl5,,009FAC,8,FALSE,734881840,1,357,3,312782616,,,1,417,Rostrolateral area layer 5,358,,/997/8/567/688/695/315/22/417/312782616/,3995067395,8690
358,VISrl6a,,009FAC,8,FALSE,734881840,1,358,3,312782620,,,1,417,Rostrolateral area layer 6a,359,,/997/8/567/688/695/315/22/417/312782620/,1518183390,8690
359,VISrl6b,,009FAC,8,FALSE,734881840,1,359,3,312782624,,,1,417,Rostrolateral area layer 6b,360,,/997/8/567/688/695/315/22/417/312782624/,3279221348,8690
360,TEa,350,15B0B3,6,FALSE,734881840,1,360,3,541,,,1,315,Temporal association areas,361,,/997/8/567/688/695/315/541/,2291994334,8690
361,TEa1,1002,15B0B3,7,FALSE,734881840,1,361,3,97,,,1,541,Temporal association areas layer 1,362,,/997/8/567/688/695/315/541/97/,456768453,8690
362,TEa2/3,706,15B0B3,7,FALSE,734881840,1,362,3,1127,,,1,541,Temporal association areas layer 2/3,363,,/997/8/567/688/695/315/541/1127/,74295275,8690
363,TEa4,1019,15B0B3,7,FALSE,734881840,1,363,3,234,,,1,541,Temporal association areas layer 4,364,,/997/8/567/688/695/315/541/234/,1800621898,8690
364,TEa5,1026,15B0B3,7,FALSE,734881840,1,364,3,289,,,1,541,Temporal association areas layer 5,365,,/997/8/567/688/695/315/541/289/,475299804,8690
365,TEa6a,1081,15B0B3,7,FALSE,734881840,1,365,3,729,,,1,541,Temporal association areas layer 6a,366,,/997/8/567/688/695/315/541/729/,1289955072,8690
366,TEa6b,1088,15B0B3,7,FALSE,734881840,1,366,3,786,,,1,541,Temporal association areas layer 6b,367,,/997/8/567/688/695/315/541/786/,3588912826,8690
367,PERI,256,0E9684,6,FALSE,734881840,1,367,3,922,,,1,315,Perirhinal area,368,,/997/8/567/688/695/315/922/,173995527,8690
368,PERI6a,890,0E9684,7,FALSE,734881840,1,368,3,335,,,1,922,Perirhinal area layer 6a,369,,/997/8/567/688/695/315/922/335/,1984229208,8690
369,PERI6b,894,0E9684,7,FALSE,734881840,1,369,3,368,,,1,922,Perirhinal area layer 6b,370,,/997/8/567/688/695/315/922/368/,4014849762,8690
370,PERI1,1057,0E9684,7,FALSE,734881840,1,370,3,540,,,1,922,Perirhinal area layer 1,371,,/997/8/567/688/695/315/922/540/,161492388,8690
371,PERI5,1076,0E9684,7,FALSE,734881840,1,371,3,692,,,1,922,Perirhinal area layer 5,372,,/997/8/567/688/695/315/922/692/,248375741,8690
372,PERI2/3,959,0E9684,7,FALSE,734881840,1,372,3,888,,,1,922,Perirhinal area layer 2/3,373,,/997/8/567/688/695/315/922/888/,1642584549,8690
373,ECT,111,0D9F91,6,FALSE,734881840,1,373,3,895,,,1,315,Ectorhinal area,374,,/997/8/567/688/695/315/895/,3399607880,8690
374,ECT1,1094,0D9F91,7,FALSE,734881840,1,374,3,836,,,1,895,Ectorhinal area/Layer 1,375,,/997/8/567/688/695/315/895/836/,2240743692,8690
375,ECT2/3,1043,0D9F91,7,FALSE,734881840,1,375,3,427,,,1,895,Ectorhinal area/Layer 2/3,376,,/997/8/567/688/695/315/895/427/,993691642,8690
376,ECT5,1113,0D9F91,7,FALSE,734881840,1,376,3,988,,,1,895,Ectorhinal area/Layer 5,377,,/997/8/567/688/695/315/895/988/,2195901717,8690
377,ECT6a,1112,0D9F91,7,FALSE,734881840,1,377,3,977,,,1,895,Ectorhinal area/Layer 6a,378,,/997/8/567/688/695/315/895/977/,2932206502,8690
378,ECT6b,1120,0D9F91,7,FALSE,734881840,1,378,3,1045,,,1,895,Ectorhinal area/Layer 6b,379,,/997/8/567/688/695/315/895/1045/,936163868,8690
379,OLF,228,9AD2BD,5,FALSE,734881840,1,379,3,698,,,1,695,Olfactory areas,380,,/997/8/567/688/695/698/,1234982955,8690
380,MOB,204,9AD2BD,6,FALSE,734881840,1,380,3,507,,,1,698,Main olfactory bulb,381,,/997/8/567/688/695/698/507/,2457606556,8690
381,MOBgl,733,82C7AE,7,FALSE,734881840,1,381,3,212,,,1,507,Main olfactory bulb glomerular layer,382,,/997/8/567/688/695/698/507/212/,224250866,8690
382,MOBgr,734,82C7AE,7,FALSE,734881840,1,382,3,220,,,1,507,Main olfactory bulb granule layer,383,,/997/8/567/688/695/698/507/220/,1684821541,8690
383,MOBipl,735,9AD2BD,7,FALSE,734881840,1,383,3,228,,,1,507,Main olfactory bulb inner plexiform layer,384,,/997/8/567/688/695/698/507/228/,1125023575,8690
384,MOBmi,736,82C7AE,7,FALSE,734881840,1,384,3,236,,,1,507,Main olfactory bulb mitral layer,385,,/997/8/567/688/695/698/507/236/,1536894627,8690
385,MOBopl,737,9AD2BD,7,FALSE,734881840,1,385,3,244,,,1,507,Main olfactory bulb outer plexiform layer,386,,/997/8/567/688/695/698/507/244/,164653746,8690
386,AOB,18,9DF0D2,6,FALSE,734881840,1,386,3,151,,,1,698,Accessory olfactory bulb,387,,/997/8/567/688/695/698/151/,3386724067,8690
387,AOBgl,730,9DF0D2,7,FALSE,734881840,1,387,3,188,,,1,151,Accessory olfactory bulb glomerular layer,388,,/997/8/567/688/695/698/151/188/,2369905656,8690
388,AOBgr,731,95E4C8,7,FALSE,734881840,1,388,3,196,,,1,151,Accessory olfactory bulb granular layer,389,,/997/8/567/688/695/698/151/196/,2164797365,8690
389,AOBmi,732,9DF0D2,7,FALSE,734881840,1,389,3,204,,,1,151,Accessory olfactory bulb mitral layer,390,,/997/8/567/688/695/698/151/204/,4294648998,8690
390,AON,19,54BF94,6,FALSE,734881840,1,390,3,159,,,1,698,Anterior olfactory nucleus,391,,/997/8/567/688/695/698/159/,747766383,8690
391,AONd,20,54BF94,7,FALSE,734881840,1,391,3,167,,,1,159,Anterior olfactory nucleus dorsal part,392,,/997/8/567/688/695/698/159/167/,130265477,8690
392,AONe,21,54BF94,7,FALSE,734881840,1,392,3,175,,,1,159,Anterior olfactory nucleus external part,393,,/997/8/567/688/695/698/159/175/,38711150,8690
393,AONl,22,54BF94,7,FALSE,734881840,1,393,3,183,,,1,159,Anterior olfactory nucleus lateral part,394,,/997/8/567/688/695/698/159/183/,3992199283,8690
394,AONm,23,54BF94,7,FALSE,734881840,1,394,3,191,,,1,159,Anterior olfactory nucleus medial part,395,,/997/8/567/688/695/698/159/191/,1494026705,8690
395,AONpv,24,54BF94,7,FALSE,734881840,1,395,3,199,,,1,159,Anterior olfactory nucleus posteroventral part,396,,/997/8/567/688/695/698/159/199/,2533672001,8690
396,AON1,868,54BF94,7,FALSE,734881840,1,396,3,160,,,1,159,Anterior olfactory nucleus layer 1,397,,/997/8/567/688/695/698/159/160/,2989788171,8690
397,AON2,869,54BF94,7,FALSE,734881840,1,397,3,168,,,1,159,Anterior olfactory nucleus layer 2,398,,/997/8/567/688/695/698/159/168/,725474737,8690
398,TT,356,62D09F,6,FALSE,734881840,1,398,3,589,,,1,698,Taenia tecta,399,,/997/8/567/688/695/698/589/,2827574122,8690
399,TTd,357,62D09F,7,FALSE,734881840,1,399,3,597,,,1,589,Taenia tecta dorsal part,400,,/997/8/567/688/695/698/589/597/,2019823208,8690
400,TTd1-4,744,62D09F,8,FALSE,734881840,1,400,3,297,,,1,597,Taenia tecta dorsal part layers 1-4,401,,/997/8/567/688/695/698/589/597/297/,4046455694,8690
401,TTd1,836,62D09F,8,FALSE,734881840,1,401,3,1034,,,1,597,Taenia tecta dorsal part layer 1,402,,/997/8/567/688/695/698/589/597/1034/,1896447081,8690
402,TTd2,837,62D09F,8,FALSE,734881840,1,402,3,1042,,,1,597,Taenia tecta dorsal part layer 2,403,,/997/8/567/688/695/698/589/597/1042/,3892325843,8690
403,TTd3,838,62D09F,8,FALSE,734881840,1,403,3,1050,,,1,597,Taenia tecta dorsal part layer 3,404,,/997/8/567/688/695/698/589/597/1050/,2668043589,8690
404,TTd4,839,62D09F,8,FALSE,734881840,1,404,3,1059,,,1,597,Taenia tecta dorsal part layer 4,405,,/997/8/567/688/695/698/589/597/1059/,23300326,8690
405,TTv,358,62D09F,7,FALSE,734881840,1,405,3,605,,,1,589,Taenia tecta ventral part,406,,/997/8/567/688/695/698/589/605/,4008781829,8690
406,TTv1-3,745,62D09F,8,FALSE,734881840,1,406,3,306,,,1,605,Taenia tecta ventral part layers 1-3,407,,/997/8/567/688/695/698/589/605/306/,3753542786,8690
407,TTv1,840,62D09F,8,FALSE,734881840,1,407,3,1067,,,1,605,Taenia tecta ventral part layer 1,408,,/997/8/567/688/695/698/589/605/1067/,2238157029,8690
408,TTv2,841,62D09F,8,FALSE,734881840,1,408,3,1075,,,1,605,Taenia tecta ventral part layer 2,409,,/997/8/567/688/695/698/589/605/1075/,477020511,8690
409,TTv3,842,62D09F,8,FALSE,734881840,1,409,3,1082,,,1,605,Taenia tecta ventral part layer 3,410,,/997/8/567/688/695/698/589/605/1082/,1802105289,8690
410,DP,384,A4DAA4,6,FALSE,734881840,1,410,3,814,,,1,698,Dorsal peduncular area,411,,/997/8/567/688/695/698/814/,327990420,8690
411,DP1,627,A4DAA4,7,FALSE,734881840,1,411,3,496,,,1,814,Dorsal peduncular area layer 1,412,,/997/8/567/688/695/698/814/496/,2060647510,8690
412,DP2,632,A4DAA4,7,FALSE,734881840,1,412,3,535,,,1,814,Dorsal peduncular area layer 2,413,,/997/8/567/688/695/698/814/535/,3822824940,8690
413,DP2/3,893,A4DAA4,7,FALSE,734881840,1,413,3,360,,,1,814,Dorsal peduncular area layer 2/3,414,,/997/8/567/688/695/698/814/360/,3065629674,8690
414,DP5,646,A4DAA4,7,FALSE,734881840,1,414,3,646,,,1,814,Dorsal peduncular area layer 5,415,,/997/8/567/688/695/698/814/646/,2109683791,8690
415,DP6a,1023,A4DAA4,7,FALSE,734881840,1,415,3,267,,,1,814,Dorsal peduncular area layer 6a,416,,/997/8/567/688/695/698/814/267/,629411513,8690
416,PIR,261,6ACBBA,6,FALSE,734881840,1,416,3,961,,,1,698,Piriform area,417,,/997/8/567/688/695/698/961/,3867654445,8690
417,PIR1-3,867,6ACBBA,7,FALSE,734881840,1,417,3,152,,,1,961,Piriform area layers 1-3,418,,/997/8/567/688/695/698/961/152/,2647697453,8690
418,PIR1,741,6ACBBA,7,FALSE,734881840,1,418,3,276,,,1,961,Piriform area molecular layer,419,,/997/8/567/688/695/698/961/276/,2554470513,8690
419,PIR2,742,6ACBBA,7,FALSE,734881840,1,419,3,284,,,1,961,Piriform area pyramidal layer,420,,/997/8/567/688/695/698/961/284/,274998294,8690
420,PIR3,743,6ACBBA,7,FALSE,734881840,1,420,3,291,,,1,961,Piriform area polymorph layer,421,,/997/8/567/688/695/698/961/291/,1551580350,8690
421,NLOT,218,95E4C8,6,FALSE,734881840,1,421,3,619,,,1,698,Nucleus of the lateral olfactory tract,422,,/997/8/567/688/695/698/619/,1925788982,8690
422,NLOT1-3,897,95E4C8,7,FALSE,734881840,1,422,3,392,,,1,619,Nucleus of the lateral olfactory tract layers 1-3,423,,/997/8/567/688/695/698/619/392/,1369727155,8690
423,NLOT1,739,95E4C8,7,FALSE,734881840,1,423,3,260,,,1,619,Nucleus of the lateral olfactory tract molecular layer,424,,/997/8/567/688/695/698/619/260/,1899636519,8690
424,NLOT2,740,95E4C8,7,FALSE,734881840,1,424,3,268,,,1,619,Nucleus of the lateral olfactory tract pyramidal layer,425,,/997/8/567/688/695/698/619/268/,4179370816,8690
425,NLOT3,1137,95E4C8,7,FALSE,734881840,1,425,3,1139,,,1,619,Nucleus of the lateral olfactory tract layer 3,426,,/997/8/567/688/695/698/619/1139/,2600277896,8690
426,COA,78,61E7B7,6,FALSE,734881840,1,426,3,631,,,1,698,Cortical amygdalar area,427,,/997/8/567/688/695/698/631/,1492043464,8690
427,COAa,79,61E7B7,7,FALSE,734881840,1,427,3,639,,,1,631,Cortical amygdalar area anterior part,428,,/997/8/567/688/695/698/631/639/,3687551647,8690
428,COAa1,872,61E7B7,8,FALSE,734881840,1,428,3,192,,,1,639,Cortical amygdalar area anterior part layer 1,429,,/997/8/567/688/695/698/631/639/192/,1929526031,8690
429,COAa2,873,61E7B7,8,FALSE,734881840,1,429,3,200,,,1,639,Cortical amygdalar area anterior part layer 2,430,,/997/8/567/688/695/698/631/639/200/,3926616757,8690
430,COAa3,874,61E7B7,8,FALSE,734881840,1,430,3,208,,,1,639,Cortical amygdalar area anterior part layer 3,431,,/997/8/567/688/695/698/631/639/208/,2634832419,8690
431,COAp,80,61E7B7,7,FALSE,734881840,1,431,3,647,,,1,631,Cortical amygdalar area posterior part,432,,/997/8/567/688/695/698/631/647/,713144098,8690
432,COApl,81,61E7B7,8,FALSE,734881840,1,432,3,655,,,1,647,Cortical amygdalar area posterior part lateral zone,433,,/997/8/567/688/695/698/631/647/655/,687250718,8690
433,COApl1-2,921,61E7B7,9,FALSE,734881840,1,433,3,584,,,1,655,Cortical amygdalar area posterior part lateral zone layers 1-2,434,,/997/8/567/688/695/698/631/647/655/584/,2501743775,8690
434,COApl1-3,895,61E7B7,9,FALSE,734881840,1,434,3,376,,,1,655,Cortical amygdalar area posterior part lateral zone layers 1-3,435,,/997/8/567/688/695/698/631/647/655/376/,3793396745,8690
435,COApl1,875,61E7B7,9,FALSE,734881840,1,435,3,216,,,1,655,Cortical amygdalar area posterior part lateral zone layer 1,436,,/997/8/567/688/695/698/631/647/655/216/,2913726556,8690
436,COApl2,876,61E7B7,9,FALSE,734881840,1,436,3,224,,,1,655,Cortical amygdalar area posterior part lateral zone layer 2,437,,/997/8/567/688/695/698/631/647/655/224/,883073510,8690
437,COApl3,877,61E7B7,9,FALSE,734881840,1,437,3,232,,,1,655,Cortical amygdalar area posterior part lateral zone layer 3,438,,/997/8/567/688/695/698/631/647/655/232/,1134924144,8690
438,COApm,82,61E7B7,8,FALSE,734881840,1,438,3,663,,,1,647,Cortical amygdalar area posterior part medial zone,439,,/997/8/567/688/695/698/631/647/663/,2407177902,8690
439,COApm1-2,922,61E7B7,9,FALSE,734881840,1,439,3,592,,,1,663,Cortical amygdalar area posterior part medial zone layers 1-2,440,,/997/8/567/688/695/698/631/647/663/592/,21515473,8690
440,COApm1-3,896,61E7B7,9,FALSE,734881840,1,440,3,383,,,1,663,Cortical amygdalar area posterior part medial zone layers 1-3,441,,/997/8/567/688/695/698/631/647/663/383/,1984920647,8690
441,COApm1,878,61E7B7,9,FALSE,734881840,1,441,3,240,,,1,663,Cortical amygdalar area posterior part medial zone layer 1,442,,/997/8/567/688/695/698/631/647/663/240/,3787500355,8690
442,COApm2,879,61E7B7,9,FALSE,734881840,1,442,3,248,,,1,663,Cortical amygdalar area posterior part medial zone layer 2,443,,/997/8/567/688/695/698/631/647/663/248/,2026502905,8690
443,COApm3,880,61E7B7,9,FALSE,734881840,1,443,3,256,,,1,663,Cortical amygdalar area posterior part medial zone layer 3,444,,/997/8/567/688/695/698/631/647/663/256/,265210479,8690
444,PAA,239,59DAAB,6,FALSE,734881840,1,444,3,788,,,1,698,Piriform-amygdalar area,445,,/997/8/567/688/695/698/788/,1121206289,8690
445,PAA1-3,898,59DAAB,7,FALSE,734881840,1,445,3,400,,,1,788,Piriform-amygdalar area layers 1-3,446,,/997/8/567/688/695/698/788/400/,908149344,8690
446,PAA1,899,59DAAB,7,FALSE,734881840,1,446,3,408,,,1,788,Piriform-amygdalar area molecular layer,447,,/997/8/567/688/695/698/788/408/,2014732560,8690
447,PAA2,900,59DAAB,7,FALSE,734881840,1,447,3,416,,,1,788,Piriform-amygdalar area pyramidal layer,448,,/997/8/567/688/695/698/788/416/,4029703543,8690
448,PAA3,901,59DAAB,7,FALSE,734881840,1,448,3,424,,,1,788,Piriform-amygdalar area polymorph layer,449,,/997/8/567/688/695/698/788/424/,3157229023,8690
449,TR,353,A8ECD3,6,FALSE,734881840,1,449,3,566,,,1,698,Postpiriform transition area,450,,/997/8/567/688/695/698/566/,2552138473,8690
450,TR1-3,913,A8ECD3,7,FALSE,734881840,1,450,3,517,,,1,566,Postpiriform transition area layers 1-3,451,,/997/8/567/688/695/698/566/517/,3498621219,8690
451,TR1,1138,A8ECD3,7,FALSE,734881840,1,451,3,1140,,,1,566,Postpiriform transition area layers 1,452,,/997/8/567/688/695/698/566/1140/,1927513861,8690
452,TR2,1139,A8ECD3,7,FALSE,734881840,1,452,3,1141,,,1,566,Postpiriform transition area layers 2,453,,/997/8/567/688/695/698/566/1141/,3958036159,8690
453,TR3,1140,A8ECD3,7,FALSE,734881840,1,453,3,1142,,,1,566,Postpiriform transition area layers 3,454,,/997/8/567/688/695/698/566/1142/,2632836649,8690
454,HPF,135,7ED04B,5,FALSE,734881840,1,454,3,1089,,,1,695,Hippocampal formation,455,,/997/8/567/688/695/1089/,702348177,8690
455,HIP,134,7ED04B,6,FALSE,734881840,1,455,3,1080,,,1,1089,Hippocampal region,456,,/997/8/567/688/695/1089/1080/,190910866,8690
456,CA,46,7ED04B,7,FALSE,734881840,1,456,3,375,,,1,1080,Ammon's horn,457,,/997/8/567/688/695/1089/1080/375/,1703331408,8690
457,CA1,47,7ED04B,8,FALSE,734881840,1,457,3,382,,,1,375,Field CA1,458,,/997/8/567/688/695/1089/1080/375/382/,612190852,8690
458,CA1slm,48,7ED04B,9,FALSE,734881840,1,458,3,391,,,1,382,Field CA1 stratum lacunosum-moleculare,459,,/997/8/567/688/695/1089/1080/375/382/391/,660945402,8690
459,CA1so,49,7ED04B,9,FALSE,734881840,1,459,3,399,,,1,382,Field CA1 stratum oriens,460,,/997/8/567/688/695/1089/1080/375/382/399/,3671153130,8690
460,CA1sp,50,66A83D,9,FALSE,734881840,1,460,3,407,,,1,382,Field CA1 pyramidal layer,461,,/997/8/567/688/695/1089/1080/375/382/407/,434863076,8690
461,CA1sr,51,7ED04B,9,FALSE,734881840,1,461,3,415,,,1,382,Field CA1 stratum radiatum,462,,/997/8/567/688/695/1089/1080/375/382/415/,58650859,8690
462,CA2,52,7ED04B,8,FALSE,734881840,1,462,3,423,,,1,375,Field CA2,463,,/997/8/567/688/695/1089/1080/375/423/,3178502974,8690
463,CA2slm,53,7ED04B,9,FALSE,734881840,1,463,3,431,,,1,423,Field CA2 stratum lacunosum-moleculare,464,,/997/8/567/688/695/1089/1080/375/423/431/,1673796834,8690
